brand,model,screen_size,color,harddisk,cpu,ram,os,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,cpu_brand,cpu_type,cpu_speed_ghz,ram_gb,storage_size_gb,storage_type,screen_size_inches,price_per_gb_ram,storage_efficiency,performance_tier
Dell,Latitude 7430 2-In-1,14 Inches,Black,512 Gb,Core i7,16 Gb,Windows 11 Pro,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1621.99,Other,i7,0.0,16.0,512,Unknown,14.0,95.41117647058823,512.0,High-End
Dell,Latitude 3520 Laptop,15.6 Inches,Black,2000 Gb,Core i5,16 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,999.99,Other,i5,0.0,16.0,2000,Unknown,15.6,58.822941176470586,2000.0,Mid-Range
Dell,Latitude 7520 Laptop,15.6 Inches,Black,512 Gb,Core i5,8 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1102.99,Other,i5,0.0,8.0,512,Unknown,15.6,122.55444444444444,512.0,Budget
Dell,Latitude 5320 Laptop,13.3 Inches,Black,512 Gb,Core i7,16 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,934.67,Other,i7,0.0,16.0,512,Unknown,13.3,54.980588235294114,512.0,High-End
Dell,Latitude 5440 Laptop,14 Inches,Black,512 Gb,Core i5,32 Gb,Windows 11 Pro,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1314.99,Other,i5,0.0,32.0,512,Unknown,14.0,39.84818181818182,512.0,Mid-Range
Hp,15-Dy200,15.6 Inches,Natural Silver,1 Tb,Core i5 Family,32 Gb,Windows 11 Pro,"Fingerprint Reader, Hd Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,Unknown,Unknown,4.2,809.0,Other,i5,0.0,32.0,1,Unknown,15.6,24.515151515151516,1.0,Mid-Range
Dell,Vostro 3530 Laptop,15.6 Inches,Black,1000 Gb,Core i5,16 Gb,Windows 11 Pro,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,776.99,Other,i5,0.0,16.0,1000,Unknown,15.6,45.70529411764706,1000.0,Mid-Range
Dell,Alienware X14 R2 Laptop,14 Inches,Silver,1000 Gb,Core i7,16 Gb,Windows 11 Home,Wifi & Bluetooth,Nvidia Geforce Rtx 4060,Unknown,Unknown,4.2,2103.99,Other,i7,0.0,16.0,1000,Unknown,14.0,123.76411764705881,1000.0,High-End
Dell,Precision 7680 Laptop,16 Inches,Silver,2000 Gb,Core i7,64 Gb,Windows 11 Pro,Wifi & Bluetooth,Nvidia Rtx A1000,Unknown,Unknown,4.2,2959.99,Other,i7,0.0,64.0,2000,Unknown,16.0,45.53830769230769,2000.0,High-End
Dell,Latitude 7430 Laptop,14 Inches,Black,256 Gb,Core i7,16 Gb,Windows 10 Pro,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1316.99,Other,i7,0.0,16.0,256,Unknown,14.0,77.47,256.0,High-End
Dell,Alienware M16 Ryzen Edition Laptop,16 Inches,Silver,512 Gb,AMD Ryzen 7,16 Gb,Windows 11 Home,Wifi & Bluetooth,Nvidia Geforce Rtx 4090,Unknown,Unknown,4.2,3007.99,AMD,Ryzen 7,0.0,16.0,512,Unknown,16.0,176.94058823529411,512.0,High-End
Lenovo,Ideapad Slim 9 82D2,14 Inches,Shadow Black,2 Tb,Core i7 Family,16 Gb,Windows 11 Home,"Fingerprint Reader, Hd Audio, Backlit Keyboard",Integrated,Unknown,Unknown,4.2,1229.0,Other,i7,0.0,16.0,2,Unknown,14.0,72.29411764705883,2.0,High-End
Lenovo,Thinkpad X13 Gen 2 Amd,13.3 Inches,Black,512 Gb,AMD Ryzen 7,16 Gb,Windows 11 Pro,Backlit Keyboard,"Integrated, Dedicated",Amd Radeon R7,Unknown,4.2,799.99,AMD,Ryzen 7,0.0,16.0,512,Unknown,13.3,47.05823529411765,512.0,High-End
Dell,Precision 7780 Laptop,17 Inches,Silver,512 Gb,Core i7,64 Gb,Windows 11 Pro,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,2815.3,Other,i7,0.0,64.0,512,Unknown,17.0,43.3123076923077,512.0,High-End
Dell,Vostro 7620 Laptop,16 Inches,Black,512 Gb,Core i7,16 Gb,Windows 11 Home,Wifi & Bluetooth,Nvidia Geforce Rtx 3050,Unknown,Unknown,4.2,1161.11,Other,i7,0.0,16.0,512,Unknown,16.0,68.30058823529411,512.0,High-End
Dell,Latitude 3540 Laptop,15.6 Inches,Black,256 Gb,Core i5,16 Gb,Windows 11 Pro,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,822.99,Other,i5,0.0,16.0,256,Unknown,15.6,48.41117647058824,256.0,Mid-Range
Dell,Alienware M16 Laptop,16 Inches,Black,4000 Gb,Core i9,64 Gb,Windows 11 Home,Wifi & Bluetooth,Nvidia Geforce Rtx 4090,Unknown,Unknown,4.2,3946.44,Other,i9,0.0,64.0,4000,Unknown,16.0,60.71446153846154,4000.0,High-End
Dell,Latitude 7440 2-In-1,14 Inches,Black,256 Gb,Core i5,16 Gb,Windows 11 Pro,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,2550.99,Other,i5,0.0,16.0,256,Unknown,14.0,150.05823529411762,256.0,Mid-Range
Hp,15-Dy200,15.6 Inches,Natural Silver,1 Tb,Core i5 Family,16 Gb,Windows 10 Pro,"Fingerprint Reader, Hd Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,Unknown,Unknown,4.2,729.0,Other,i5,0.0,16.0,1,Unknown,15.6,42.88235294117647,1.0,Mid-Range
Dell,Precision 3570 Laptop,15.6 Inches,Silver,512 Gb,Core i7,16 Gb,Windows 11 Pro,Wifi & Bluetooth,Nvidia Quadro T550,Unknown,Unknown,4.2,981.99,Other,i7,0.0,16.0,512,Unknown,15.6,57.764117647058825,512.0,High-End
Dell,Xps 9530 Laptop,15.6 Inches,Platinum Silver,4000 Gb,Core i9,64 Gb,Windows 11 Home,Wifi & Bluetooth,Nvidia Geforce Rtx 4070,Unknown,Unknown,4.2,3447.23,Other,i9,0.0,64.0,4000,Unknown,15.6,53.03430769230769,4000.0,High-End
Dell,Alienware M18 Laptop,18 Inches,Dark Metallic Moon,1000 Gb,Core i9,64 Gb,Windows 11 Home,Wifi & Bluetooth,Nvidia Geforce Rtx 4070,Unknown,Unknown,4.2,2713.81,Other,i9,0.0,64.0,1000,Unknown,18.0,41.75092307692307,1000.0,High-End
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,256 Gb,Core i5,64 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,689.33,Other,i5,0.0,64.0,256,Unknown,15.6,10.605076923076924,256.0,Mid-Range
Dell,Xps 9530 Laptop,15.6 Inches,Platinum Silver,512 Gb,Core i7,16 Gb,Windows 11 Pro,Wifi & Bluetooth,Nvidia Geforce Rtx 4070,Unknown,Unknown,4.2,2572.05,Other,i7,0.0,16.0,512,Unknown,15.6,151.29705882352943,512.0,High-End
Dell,Latitude 5520 Laptop,15.6 Inches,Black,4000 Gb,Core i7,64 Gb,Windows 11 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,2622.99,Other,i7,0.0,64.0,4000,Unknown,15.6,40.353692307692306,4000.0,High-End
Dell,Precision 3480 Laptop,14 Inches,Silver,1000 Gb,Core i7,64 Gb,Windows 11 Pro,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1265.99,Other,i7,0.0,64.0,1000,Unknown,14.0,19.476769230769232,1000.0,High-End
Dell,Latitude 9420 2-In-1,14 Inches,Black,256 Gb,Core i5,16 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,3415.99,Other,i5,0.0,16.0,256,Unknown,14.0,200.94058823529411,256.0,Mid-Range
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,1000 Gb,Core i5,32 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,731.83,Other,i5,0.0,32.0,1000,Unknown,15.6,22.17666666666667,1000.0,Mid-Range
Dell,Latitude 3520 Laptop,15.6 Inches,Black,1000 Gb,Core i5,8 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,936.93,Other,i5,0.0,8.0,1000,Unknown,15.6,104.10333333333332,1000.0,Budget
Dell,Latitude 5420 Laptop,14 Inches,Black,256 Gb,Core i5,16 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1130.99,Other,i5,0.0,16.0,256,Unknown,14.0,66.52882352941177,256.0,Mid-Range
Dell,Vostro 3510 Laptop,15.6 Inches,Black,1000 Gb,Core i7,32 Gb,Windows 11 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1046.99,Other,i7,0.0,32.0,1000,Unknown,15.6,31.726969696969697,1000.0,High-End
Dell,Latitude 5530 Laptop,15.6 Inches,Black,512 Gb,Core i7,Unknown,Windows 11 Pro,Unknown,Integrated,Intel Integrated Graphics,1.8 Ghz,4.2,1173.01,Other,i7,0.0,0.0,512,Unknown,15.6,1173.01,512.0,Budget
Dell,Alienware X16 Laptop,16 Inches,Silver,2000 Gb,Core i9,32 Gb,Windows 11 Home,Wifi & Bluetooth,Nvidia Geforce Rtx 4090,Unknown,Unknown,4.2,3854.66,Other,i9,0.0,32.0,2000,Unknown,16.0,116.80787878787878,2000.0,High-End
Dell,Latitude 5520 Laptop,15.6 Inches,Black,4000 Gb,Core i7,32 Gb,Windows 11 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,2102.99,Other,i7,0.0,32.0,4000,Unknown,15.6,63.72696969696969,4000.0,High-End
Dell,Alienware X16 Laptop,16 Inches,Silver,1000 Gb,Core i9,32 Gb,Windows 11 Home,Wifi & Bluetooth,Nvidia Geforce Rtx 4090,Unknown,Unknown,4.2,3757.54,Other,i9,0.0,32.0,1000,Unknown,16.0,113.86484848484848,1000.0,High-End
Dell,G16 7620 Laptop,16 Inches,Black,512 Gb,Core i7,16 Gb,Windows 11 Home,Wifi & Bluetooth,Nvidia Geforce Rtx 3050 Ti,Unknown,Unknown,4.2,1210.99,Other,i7,0.0,16.0,512,Unknown,16.0,71.23470588235294,512.0,High-End
Dell,Inspiron 3502 Laptop,15.6 Inches,Black,256 Gb,Celeron,12 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,853.82,Other,Celeron,0.0,12.0,256,Unknown,15.6,65.67846153846155,256.0,Budget
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 Gb,Core i5,8 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,861.48,Other,i5,0.0,8.0,256,Unknown,15.6,95.72,256.0,Budget
Dell,Latitude 3520 Laptop,15.6 Inches,Black,2000 Gb,Core i5,Unknown,Windows 11 Pro,Unknown,Unknown,Unknown,Unknown,4.2,989.85,Other,i5,0.0,0.0,2000,Unknown,15.6,989.85,2000.0,Entry-Level
Dell,Latitude 5520 Laptop,15.6 Inches,Black,4000 Gb,Core i7,16 Gb,Windows 11 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,2053.99,Other,i7,0.0,16.0,4000,Unknown,15.6,120.82294117647058,4000.0,High-End
Dell,Latitude 5420 Laptop,14 Inches,Black,1000 Gb,Core i5,32 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1275.99,Other,i5,0.0,32.0,1000,Unknown,14.0,38.666363636363634,1000.0,Mid-Range
Dell,Latitude 3520 Laptop,15.6 Inches,Black,2000 Gb,Core i5,64 Gb,Windows 11 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1132.87,Other,i5,0.0,64.0,2000,Unknown,15.6,17.42876923076923,2000.0,Mid-Range
Dell,Latitude 5320 2-In-1,13.3 Inches,Black,256 Gb,Core i7,16 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,821.99,Other,i7,0.0,16.0,256,Unknown,13.3,48.35235294117647,256.0,High-End
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 Gb,Core i7,16 Gb,Windows 11 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,2354.99,Other,i7,0.0,16.0,256,Unknown,15.6,138.52882352941174,256.0,High-End
Dell,Precision 7560 Laptop,15.6 Inches,Silver,2000 Gb,Core i7,64 Gb,Windows 11 Pro,Wifi & Bluetooth,Nvidia T1200,Unknown,Unknown,4.2,2388.99,Other,i7,0.0,64.0,2000,Unknown,15.6,36.753692307692305,2000.0,High-End
Dell,G15 Gaming 5525,15.6 Inches,Phantom Grey,1 Tb,AMD Ryzen 7,32 Gb,Windows 11 Home,"Hd Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,Unknown,Unknown,4.2,1259.0,AMD,Ryzen 7,0.0,32.0,1,Unknown,15.6,38.15151515151515,1.0,High-End
Dell,G16 7620 Laptop,16 Inches,Black,1000 Gb,Core i7,16 Gb,Windows 10 Home,Wifi & Bluetooth,Nvidia Geforce Rtx 3060,Unknown,Unknown,4.2,1310.99,Other,i7,0.0,16.0,1000,Unknown,16.0,77.11705882352942,1000.0,High-End
Dell,Vostro 3520 Laptop,15.6 Inches,Black,512 Gb,Core i7,16 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,943.69,Other,i7,0.0,16.0,512,Unknown,15.6,55.51117647058824,512.0,High-End
Dell,Vostro 3510 Laptop,15.6 Inches,Black,1000 Gb,Core i7,16 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,967.99,Other,i7,0.0,16.0,1000,Unknown,15.6,56.940588235294115,1000.0,High-End
Msi,Thin Gf63 12Ve,15.6 Inches,Black,2 Tb,Core i7 Family,48 Gb,Windows 11 Pro,"Hd Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,Unknown,Unknown,4.2,1589.0,Other,i7,0.0,48.0,2,Unknown,15.6,32.42857142857143,2.0,High-End
Dell,Latitude 3520 Laptop,15.6 Inches,Black,1000 Gb,Core i5,8 Gb,Windows 11 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,931.3,Other,i5,0.0,8.0,1000,Unknown,15.6,103.47777777777777,1000.0,Budget
Acer,Acer Nitro 5 An515,15.6 Inches,Obsidian Black,1 Tb,Core i7 Family,32 Gb,Windows 11 Home,"Hd Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,Unknown,Unknown,4.2,1559.0,Other,i7,0.0,32.0,1,Unknown,15.6,47.24242424242424,1.0,High-End
Msi,Raider Ge76,17.3 Inches,Titanium Blue,1 Tb,Core i7 Family,64 Gb,Windows 10 Home,"Hd Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,Unknown,Unknown,4.2,1849.0,Other,i7,0.0,64.0,1,Unknown,17.3,28.446153846153845,1.0,High-End
Dell,Alienware X16 Laptop,16 Inches,Silver,2000 Gb,Core i9,32 Gb,Windows 11 Pro,Wifi & Bluetooth,Nvidia Geforce Rtx 4090,Unknown,Unknown,4.2,3854.66,Other,i9,0.0,32.0,2000,Unknown,16.0,116.80787878787878,2000.0,High-End
Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 Gb,Core i7,32 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1909.99,Other,i7,0.0,32.0,1000,Unknown,15.6,57.878484848484845,1000.0,High-End
Dell,Inspiron 5410 Laptop,14 Inches,"Grey, Platinum Silver",128 Gb,Core i7,4 Gb,Windows 10 Pro,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,968.99,Other,i7,0.0,4.0,128,Unknown,14.0,193.798,128.0,Budget
Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 Gb,Core i7,16 Gb,Windows 11 Pro,Wifi & Bluetooth,Nvidia Rtx A3000,Unknown,Unknown,4.2,2700.99,Other,i7,0.0,16.0,1000,Unknown,17.3,158.88176470588235,1000.0,High-End
Dell,Xps 9510 Laptop,15.6 Inches,Platinum Silver,512 Gb,Core i7,64 Gb,Windows 11 Home,Wifi & Bluetooth,Nvidia Geforce Rtx 3050 Ti,Unknown,Unknown,4.2,3287.15,Other,i7,0.0,64.0,512,Unknown,15.6,50.571538461538466,512.0,High-End
Lenovo,Lenovo Thinkbook 13S G4 Iap,13.3 Inches,Arctic Grey,512 Gb,Core i7 Family,16 Gb,Windows 10 Pro,"Fingerprint Reader, Hd Audio, Backlit Keyboard",Integrated,Unknown,Unknown,4.2,949.0,Other,i7,0.0,16.0,512,Unknown,13.3,55.8235294117647,512.0,High-End
Lenovo,Yoga 7 82Qg,16 Inches,Arctic Grey,512 Gb,Core i7 Family,16 Gb,Windows 11 Home,"Fingerprint Reader, Hd Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Integrated,Unknown,Unknown,4.2,1199.99,Other,i7,0.0,16.0,512,Unknown,16.0,70.58764705882353,512.0,High-End
Dell,Xps 9320 Laptop,13.4 Inches,Gray,1000 Gb,Core i7,16 Gb,Windows 11 Pro,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1494.62,Other,i7,0.0,16.0,1000,Unknown,13.4,87.91882352941175,1000.0,High-End
Dell,Precision 5770 Laptop,17 Inches,Silver,1000 Gb,Core i7,64 Gb,Windows 11 Pro,Wifi & Bluetooth,Nvidia Rtx A3000,Unknown,Unknown,4.2,3415.99,Other,i7,0.0,64.0,1000,Unknown,17.0,52.5536923076923,1000.0,High-End
Dell,Alienware M18 Laptop,18 Inches,Dark Metallic Moon,1000 Gb,Core i9,32 Gb,Windows 11 Pro,Wifi & Bluetooth,Nvidia Geforce Rtx 4060,Unknown,Unknown,4.2,2478.32,Other,i9,0.0,32.0,1000,Unknown,18.0,75.10060606060607,1000.0,High-End
Dell,Latitude 5520 Laptop,15.6 Inches,Black,4000 Gb,Core i7,64 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,2629.99,Other,i7,0.0,64.0,4000,Unknown,15.6,40.46138461538461,4000.0,High-End
Dell,Latitude 3520 Laptop,15.6 Inches,Black,1000 Gb,Core i7,64 Gb,Windows 11 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1830.99,Other,i7,0.0,64.0,1000,Unknown,15.6,28.169076923076922,1000.0,High-End
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 Gb,Core i5,32 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,743.09,Other,i5,0.0,32.0,2000,Unknown,15.6,22.51787878787879,2000.0,Mid-Range
Dell,Latitude 3520 Laptop,15.6 Inches,Black,1000 Gb,Core i7,16 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1661.99,Other,i7,0.0,16.0,1000,Unknown,15.6,97.76411764705882,1000.0,High-End
Dell,Vostro 3510 Laptop,15.6 Inches,Black,256 Gb,Core i5,4 Gb,Windows 11 Pro,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,691.99,Other,i5,0.0,4.0,256,Unknown,15.6,138.398,256.0,Budget
Dell,Xps 9510 Laptop,15.6 Inches,Platinum Silver,8000 Gb,Core i9,32 Gb,Windows 11 Home,Wifi & Bluetooth,Nvidia Geforce Gtx 1650 Ti,Unknown,Unknown,4.2,4398.99,Other,i9,0.0,32.0,8000,Unknown,15.6,133.30272727272725,8000.0,High-End
Dell,Latitude 3540 Laptop,15.6 Inches,Black,256 Gb,Core i5,16 Gb,Windows 11 Pro,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,864.99,Other,i5,0.0,16.0,256,Unknown,15.6,50.881764705882354,256.0,Mid-Range
Dell,Xps 9320 Laptop,13.4 Inches,Gray,512 Gb,Core i7,32 Gb,Windows 11 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1495.99,Other,i7,0.0,32.0,512,Unknown,13.4,45.333030303030306,512.0,High-End
Lenovo,Legion Pro 5,16 Inches,Onyx Grey,1 Tb,Intel Core i9,48 Gb,Windows 11 Home,"High Definition Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,Unknown,Unknown,4.2,2459.0,Intel,i9,0.0,48.0,1,Unknown,16.0,50.183673469387756,1.0,High-End
Dell,Latitude 7420 2-In-1,14 Inches,Black,1000 Gb,Core i7,32 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,3869.99,Other,i7,0.0,32.0,1000,Unknown,14.0,117.27242424242424,1000.0,High-End
Dell,Latitude 7320 Laptop,13.3 Inches,Black,256 Gb,Core i5,16 Gb,Windows 11 Pro,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,899.99,Other,i5,0.0,16.0,256,Unknown,13.3,52.940588235294115,256.0,Mid-Range
Dell,Latitude 5420 Laptop,14 Inches,Black,1000 Gb,Core i5,8 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,840.99,Other,i5,0.0,8.0,1000,Unknown,14.0,93.44333333333333,1000.0,Budget
Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 Gb,Core i9,16 Gb,Windows 11 Pro,Wifi & Bluetooth,Nvidia Rtx A1000,Unknown,Unknown,4.2,2410.99,Other,i9,0.0,16.0,1000,Unknown,17.3,141.82294117647058,1000.0,High-End
Lenovo,Yoga 7,15.6 Inches,Dark Moss,4 Tb,Core i7 Family,12 Gb,Windows 10 Pro,"Fingerprint Reader, Hd Audio, Backlit Keyboard, Numeric Keypad",Integrated,Unknown,Unknown,4.2,1409.0,Other,i7,0.0,12.0,4,Unknown,15.6,108.38461538461539,4.0,Mid-Range
Dell,Inspiron 15 3525,15.6 Inches,Platinum Silver,2 Tb,AMD Ryzen 7,64 Gb,Windows 10 Pro,"Fingerprint Reader, Hd Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,Unknown,Unknown,4.2,1469.0,AMD,Ryzen 7,0.0,64.0,2,Unknown,15.6,22.6,2.0,High-End
Dell,Precision 7780 Laptop,17 Inches,Silver,1000 Gb,Core i7,32 Gb,Windows 11 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,2815.3,Other,i7,0.0,32.0,1000,Unknown,17.0,85.31212121212121,1000.0,High-End
Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 Gb,Core i5,32 Gb,Windows 11 Pro,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,953.82,Other,i5,0.0,32.0,512,Unknown,15.6,28.903636363636366,512.0,Mid-Range
Dell,Latitude 3520 Laptop,15.6 Inches,Black,4000 Gb,Core i5,16 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1185.79,Other,i5,0.0,16.0,4000,Unknown,15.6,69.75235294117647,4000.0,Mid-Range
Dell,Xps 9510 Laptop,15.6 Inches,Platinum Silver,512 Gb,Core i5,16 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1666.65,Other,i5,0.0,16.0,512,Unknown,15.6,98.03823529411765,512.0,Mid-Range
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,1000 Gb,Core i5,8 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,690.58,Other,i5,0.0,8.0,1000,Unknown,15.6,76.73111111111112,1000.0,Budget
Dell,Latitude 3520 Laptop,15.6 Inches,Black,4000 Gb,Core i7,16 Gb,Windows 11 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1950.99,Other,i7,0.0,16.0,4000,Unknown,15.6,114.76411764705882,4000.0,High-End
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,1000 Gb,Core i5,16 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,619.99,Other,i5,0.0,16.0,1000,Unknown,15.6,36.47,1000.0,Mid-Range
Acer,Nitro 17,17.3 Inches,Obsidian Black,4 Tb,Ryzen 7,64 Gb,Windows 10 Pro,"Hd Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,Unknown,Unknown,4.2,2049.0,Other,Ryzen 7,0.0,64.0,4,Unknown,17.3,31.523076923076925,4.0,High-End
Dell,Latitude 7420 Laptop,14 Inches,Black,2000 Gb,Core i5,16 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,886.99,Other,i5,0.0,16.0,2000,Unknown,14.0,52.17588235294118,2000.0,Mid-Range
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 Gb,Core i5,32 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,699.99,Other,i5,0.0,32.0,512,Unknown,15.6,21.21181818181818,512.0,Mid-Range
Dell,Latitude 3520 Laptop,15.6 Inches,Black,4000 Gb,Core i5,64 Gb,Windows 11 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1318.68,Other,i5,0.0,64.0,4000,Unknown,15.6,20.287384615384617,4000.0,Mid-Range
Dell,Latitude 7420 Laptop,14 Inches,Black,1000 Gb,Core i5,16 Gb,Windows 11 Home,Unknown,Integrated,Unknown,Unknown,4.2,1267.99,Other,i5,0.0,16.0,1000,Unknown,14.0,74.58764705882353,1000.0,Mid-Range
Dell,Xps 9530 Laptop,15.6 Inches,Platinum Silver,4000 Gb,Core i7,32 Gb,Windows 11 Home,Wifi & Bluetooth,Nvidia Geforce Rtx 4070,Unknown,Unknown,4.2,3329.94,Other,i7,0.0,32.0,4000,Unknown,15.6,100.90727272727273,4000.0,High-End
Dell,Inspiron 3501 Laptop,15.6 Inches,Black,128 Gb,Core i5,4 Gb,Windows 11 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,608.33,Other,i5,0.0,4.0,128,Unknown,15.6,121.66600000000001,128.0,Budget
Dell,Latitude 9420 Laptop,14 Inches,Black,256 Gb,Core i5,16 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,708.99,Other,i5,0.0,16.0,256,Unknown,14.0,41.70529411764706,256.0,Mid-Range
Dell,Latitude 5420 Laptop,14 Inches,Black,1000 Gb,Core i7,16 Gb,Windows 11 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1424.99,Other,i7,0.0,16.0,1000,Unknown,14.0,83.8229411764706,1000.0,High-End
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,500 Gb,Core i5,8 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,599.44,Other,i5,0.0,8.0,500,Unknown,15.6,66.60444444444445,500.0,Budget
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,4000 Gb,Core i5,32 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,955.99,Other,i5,0.0,32.0,4000,Unknown,15.6,28.96939393939394,4000.0,Mid-Range
Dell,Latitude 7420 Laptop,14 Inches,Black,1000 Gb,Core i5,16 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1155.99,Other,i5,0.0,16.0,1000,Unknown,14.0,67.99941176470588,1000.0,Mid-Range
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,6000 Gb,Core i5,16 Gb,Windows 10 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,1670.99,Other,i5,0.0,16.0,6000,Unknown,15.6,98.29352941176471,6000.0,Mid-Range
